俗名	拉丁名	基因组大小M	单位或作者	文章标题	期刊名称	文章DOI	PUBMED号	发表年份	开始年份	分类	分组
(Waterwheel plant)	Aldrovanda vesiculosa	509	Palfalvi G et al.	Genomes of the Venus Flytrap and Close Relatives Unveil the Roots of Plant Carnivory.	"Curr Biol. 2020 May 11, Epub ahead of print"	10.1016/j.cub.2020.04.051	NA	2020	2020/5/11	asterid	1
(Hot pepper)	Capsicum annuum	3480	Kim et al.	Genome sequence of the hot pepper provides insights into the evolution of pungency in Capsicum species.	Nat Genet. 2014 Mar 46(3):270-8. Epub 2014 Jan 19.	10.1038/ng.2877	24441736	2014	2014/1/19	asterid	1
(Chiltepin)	Capsicum annuum var. glabriusculum	3070	Qin et al.	Whole-genome sequencing of cultivated and wild peppers provides insights into Capsicum domestication and specialization.	"Proc Natl Acad Sci U S A. 2014 Apr 8, 111(14):5135-5140. Epub 2014 Mar 3."	10.1073/pnas.1400975111	24591624	2014	2014/3/3	asterid	1
(Bonnet pepper)	Capsicum chinense	3200	Kim S et al.	New reference genome sequences of hot pepper reveal the massive evolution of plant disease-resistance genes by retroduplication	"Genome Biol. 2017 Nov 1, 18(1):210"	10.1186/s13059-017-1341-9	29089032	2017	2017/11/1	asterid	1
(Aji amarillo pepper)	Capsicum baccatum	3900	Kim S et al.	New reference genome sequences of hot pepper reveal the massive evolution of plant disease-resistance genes by retroduplication	"Genome Biol. 2017 Nov 1, 18(1):210"	10.1186/s13059-017-1341-9	29089032	2017	2017/11/1	asterid	1
 	Chlamydomonas reinhardtii	121	Merchant et al.	The Chlamydomonas genome reveals the evolution of key animal and plant functions.	Science. 2007 Oct 12 318(5848):245-50.	10.1126/science.1143609	17932292	2007	2007/10/12	chlorophyt	4
 	Coelastrum proboscideum	~120	Liang H et al.	"The Draft Genome of Coelastrum proboscideum (Sphaeropleales, Chlorophyta). "	"Protist. 2020 Aug 17, 171(5): 125758. Online ahead of print."	10.1016/j.protis.2020.125758	NA	2020	2020/8/17	chlorophyt	4
 	Asterochloris glomerata	56	Armaleo D et al.	 The lichen symbiosis re-viewed through the genomes of Cladonia grayi and its algal partner Asterochloris glomerata.	"BMC Genomics. 2019 Jul 23, 20(1): 605"	10.1186/s12864-019-5629-x	NA	2019	2019/7/23	chlorophyt	4
 	Mychonastes homosphaera	24	Liu C et al.	Genome analyses provide insights into the evolution and adaptation of the eukaryotic Picophytoplankton Mychonastes homosphaera.	"BMC Genomics. 2020 Jul 11, 21(1): 477"	10.1186/s12864-020-06891-6	NA	2020	2020/7/11	chlorophyt	4
 	Messastrum gracile	61	Teh KY et al.	De novo whole genome sequencing data of two mangrove-isolated microalgae from Terengganu coastal waters.	"Data Brief. 2019 Dec, 27: 104680"	10.1016/j.dib.2019.104680	NA	2019	2019/10/18	chlorophyt	4
 	Dunaliella salina	343	Polle JEW et al.	Draft Nuclear Genome Sequence of the Halophilic and Beta-Carotene-Accumulating Green Alga Dunaliella salina Strain CCAP19/18.	"Genome Announc. 2017 Oct 26, 5(43): e01105-17"	10.1128/genomeA.01105-17	NA	2017	2017/10/26	chlorophyt	4
 	Tetraselmis striata	230	Steadman-Tyler CR et al.	High-Quality Draft Genome Sequence of the Green Alga Tetraselmis striata (Chlorophyta) Generated from PacBio Sequencing.	"Microbiol Resour Announc. 2019 Oct 24, 8(43) "	10.1128/MRA.00780-19	NA	2019	2019/10/24	chlorophyt	4
 	Chlamydomonas sp. ICE-L	542	Zhang Z et al.	Adaptation to Extreme Antarctic Environments Revealed by the Genome of a Sea Ice Green Alga.	"Curr Biol. 2020 Jul 02, online ahead of print"	10.1016/j.cub.2020.06.029	NA	2020	2020/7/2	chlorophyt	4
 	Prasinoderma coloniale	26	Li L et al.	The Genome of Prasinoderma Coloniale Unveils the Existence of a Third Phylum Within Green Plants.	"Nat Ecol Evol. 2020 Jun 22, Online ahead of print."	10.1038/s41559-020-1221-7	NA	2020	2020/6/22	chlorophyt	4
	Chlamydomonas eustigma	130	Hirooka S et al.	Acidophilic green algal genome provides insights into adaptation to an acidic environment.	Proc Natl Acad Sci U S A. 2017 Sep 11. Epub ahead of print	10.1073/pnas.1707072114	28893987	2017	2017/9/11	chlorophyt	4
	Haematococcus pluvialis	935	Luo Q et al.	"Genome and Transcriptome Sequencing of the Astaxanthin-Producing Green Microalga, Haematococcus pluvialis."	"Genome Biol Evol. 2018 Nov 29, Epub ahead of print"	10.1093/gbe/evy263	30496415	2018	2018/11/29	chlorophyt	4
	Botryococcus braunii	166	Browne DR et al.	Draft Nuclear Genome Sequence of the Liquid Hydrocarbon__ccumulating Green Microalga Botryococcus braunii Race B (Showa)	Genome Announc. 2017 Apr 20 5(16).	10.1128/genomeA.00215-17	28428306	2017	2017/4/20	chlorophyt	4
	Tetradesmus obliquus	110	Carreres BM et al.	Draft Genome Sequence of the Oleaginous Green Alga Tetradesmus obliquus UTEX 393	Genome Announc. 2017 Jan 19 5(3).	10.1128/genomeA.01449-16	28104651	2017	2017/1/19	chlorophyt	4
 	Tetrabaena socialis	120	Featherston J et al.	The 4-celled Tetrabaena socialis nuclear genome reveals the essential components for genetic control of cell number at the origin of multicellularity in the volvocine lineage.	"Mol Biol Evol. 2017 Dec 26, Epub ahead of print"	10.1093/molbev/msx332	29294063	2017	2017/12/26	chlorophyt	4
	Volvox carteri	138	Prochnik et al.	Genomic analysis of organismal complexity in the multicellular green alga Volvox carteri.	Science. 2010 Jul 9 329(5988):223-6.	10.1126/science.1188800	20616280	2010	2010/7/9	chlorophyt	4
 	Yamagishiella unicocca	137	Hamaji T et al.	Anisogamy evolved with a reduced sex-determining region in volvocine green algae.	"Commun Biol. 2018 Mar 8, 1: 17 eCollection 2018."	10.1038/s42003-018-0019-5	30271904	2018	2018/3/8	chlorophyt	4
 	Eudorina sp.	176	Hamaji T et al.	Anisogamy evolved with a reduced sex-determining region in volvocine green algae.	"Commun Biol. 2018 Mar 8, 1: 17 eCollection 2018."	10.1038/s42003-018-0019-5	30271904	2018	2018/3/8	chlorophyt	4
	Gonium pectorale	149	Hanschen ER et al.	The Gonium pectorale genome demonstrates co-option of cell cycle regulation during the evolution of multicellularity.	Nat Commun. 2016 Apr 22 7:11370.	10.1038/ncomms11370	27102219	2016	2016/4/22	chlorophyt	4
	Cymbomonas tetramitiformis	850	Burns JA et al.	Comparative Genomics of a Bacterivorous Green Alga Reveals Evolutionary Causalities and Consequences of Phago-Mixotrophic Mode of Nutrition.	Genome Biol Evol. 2015 Jul 29 7(11):3047-61.	10.1093/gbe/evv144	26224703	2015	2015/7/29	chlorophyt	4
	Helicosporidium sp.	13	Pombert JF et al.	A lack of parasitic reduction in the obligate parasitic green alga Helicosporidium.	PLoS Genet. 2014 May 8 10(5):e1004355. eCollection 2014 May.	10.1371/journal.pgen.1004355	24809511	2014	2014/5/8	chlorophyt	4
	Monoraphidium neglectum	68	Bogen C et al.	Reconstruction of the lipid metabolism for the microalga Monoraphidium neglectum from its genome sequence reveals characteristics suitable for biofuel production.	BMC Genomics. 2013 Dec 28 14:926.	10.1186/1471-2164-14-926	24373495	2013	2013/12/28	chlorophyt	4
	Scenedesmus quadricauda	65	Dasgupta CN et al.	Draft genome sequence and detailed characterization of biofuel production by oleaginous microalga Scenedesmus quadricauda LWG002611	Biotechnol Biofuels (2018) 11:308	10.1186/s13068-018-1308-4	NA	2018	2018/11/9	chlorophyt	4
 	Raphidocelis subcapitata	47	Suzuki S et al.	Raphidocelis subcapitata (=Pseudokirchneriella subcapitata) provides an insight into genome evolution and environmental adaptations in the Sphaeropleales.	"Sci Rep. 2018 May 23, 8(1): 8058"	10.1038/s41598-018-26331-6	29795299	2018	2018/5/23	chlorophyt	4
	Chromochloris zofingiensis	58	Roth MS et al.	Chromosome-level genome assembly and transcriptome of the green alga Chromochloris zofingiensis illuminates astaxanthin production.	Proc Natl Acad Sci U S A. 2017 May 23 114(21):E4296-E4305. Epub 2017 May 8.	10.1073/pnas.1619928114	28484037	2017	2017/5/8	chlorophyt	4
	Chlorella pyrenoidosa	57	Fan J et al.	Genomic Foundation of Starch to Lipid Switch in Oleaginous Chlorella.	"Plant Physiol. 2015 Dec, 169(4):2444-61."	10.1104/pp.15.01174	20852019	2015	2015/10/20	chlorophyt	4
()	Chloropicon primus	17	Lemieux C et al.	A streamlined and predominantly diploid genome in the tiny marine green alga Chloropicon primus.	"Nat Commun. 2019 Sep 6, 10(1): 4061"	10.1038/s41467-019-12014-x	NA	2019	2019/9/6	chlorophyt	4
()	Chlorella vulgaris	37	Guarnieri MT et al.	"Genome Sequence of the Oleaginous Green Alga, Chlorella vulgaris UTEX 395."	"Front Bioeng Biotechnol. 2018 Apr 5, 6: 37"	10.3389/fbioe.2018.00037	29675409	2018	2018/4/5	chlorophyt	4
 	Chloroidium sp.	53	Nelson DR et al.	The genome and phenome of the green alga Chloroidium sp. UTEX 3007 reveal adaptive traits for desert acclimatization.	Elife. 2017 Jun 17	10.7554/eLife.25783	28623667	2017	2017/6/17	chlorophyt	4
	Chlorella sorokiniana	60	Arriola MB et al.	Genome Sequences of Chlorella sorokiniana UTEX 1602 and Micractinium conductrix SAG 241.80: Implications to Maltose Excretion by a Green Alga	"Plant J. 2017 Nov 27, Epub ahead of print"	10.1111/tpj.13789		2017	2017/11/27	chlorophyt	4
(Sea lettuce)	Ulva mutabilis	100	De Clerck O et al.	Insights into the Evolution of Multicellularity from the Sea Lettuce Genome.	"Curr Biol. 2018 Sep 24, 28(18): 2921-2933"	10.1016/j.cub.2018.08.015	30220504	2018	2018/9/24	chlorophyt	4
Okinawan sea grape	Caulerpa lentillifera	26	Arimoto A et al.	A siphonous macroalgal genome suggests convergent functions of homeobox genes in algae and land plants.	"DNA Res. 2019 Mar 28, Epub ahead of print"	10.1093/dnares/dsz002	30918953	2019	2019/3/28	chlorophyt	4
 	Prototheca zopfii	26	Severgnini M et al.	Genome sequencing of Prototheca zopfii genotypes 1 and 2 provides evidence of a severe reduction in organellar genomes.	"Sci Rep. 2018 Oct 02, 8: 14637"	10.1038/s41598-018-32992-0	NA	2018	2018/10/2	chlorophyt	4
	Micractinium conductrix	61	Arriola MB et al.	Genome Sequences of Chlorella sorokiniana UTEX 1602 and Micractinium conductrix SAG 241.80: Implications to Maltose Excretion by a Green Alga	"Plant J. 2017 Nov 27, Epub ahead of print"	10.1111/tpj.13789		2017	2017/11/27	chlorophyt	4
	Parachlorella kessleri	63	Ota S et al.	Highly efficient lipid production in the green alga Parachlorella kessleri: draft genome and transcriptome endorsed by whole - cell 3D ultrastructure	Biotechnol Biofuels. 2016 Jan 25 9:13. eCollection 2016.	10.1186/s13068-016-0424-2	26811738	2016	2016/1/25	chlorophyt	4
	Cyanidioschyzon merolae	17	Matsuzaki et al.	Genome sequence of the ultrasmall unicellular red alga Cyanidioschyzon merolae 10D.	Nature. 2004 Apr 8 428(6983):653-7.	10.1038/nature02398	15071595	2004	2004/4/8	rhodophyt	4
 	Cyanidiococcus yangmingshanensis	12	Liu SL et al.	"Comparative genome analysis reveals Cyanidiococcus gen. nov., a new extremophilic red algal genus sister to Cyanidioschyzon (Cyanidioschyzonaceae, Rhodophyta)."	J Phycol. 2020 Jul 29. Online ahead of print.	10.1111/jpy.13056	NA	2020	2020/7/29	rhodophyt	4
	Coccomyxa subellipsoidea	49	Blanc et al.	The genome of the polar eukaryotic microalga Coccomyxa subellipsoidea reveals traits of cold adaptation.	Genome Biol. 2012 May 25 13(5):R39.	10.1186/gb-2012-13-5-r39	22630137	2012	2012/5/25	chlorophyt	4
	Chlorella variabilis	46	Blanc et al.	"The Chlorella variabilis NC64A genome reveals adaptation to photosymbiosis, coevolution with viruses, and cryptic sex."	Plant Cell. 2010 Sep 22(9):2943-55. Epub 2010 Sep 17.	10.1105/tpc.110.076406	20852019	2010	2010/9/17	chlorophyt	4
	Chlorella protothecoides	23	Gao C et al.	"Oil accumulation mechanisms of the oleaginous microalga Chlorella protothecoides revealed through its genome, transcriptomes, and proteomes."	"BMC Genomics. 2014 Jul 10, 15:582"	10.1186/1471-2164-15-582	20852019	2014	2014/7/10	chlorophyt	4
	Ostreococcus tauri	12	Derelle et al.	Genome analysis of the smallest free-living eukaryote Ostreococcus tauri unveils many unique features.	Proc Natl Acad Sci U S A. 2006 Aug 1 103(31):11647-52. Epub 2006 Jul 25.	10.1073/pnas.0604795103	16868079	2006	2006/7/25	chlorophyt	4
	Cyanophora paradoxa	70	Price et al.	Cyanophora paradoxa genome elucidates origin of photosynthesis in algae and plants.	Science. 2012 Feb 17 335(6070):843-7.	10.1126/science.1213561	22344442	2012	2012/2/17	glaucophyt	4
	Bathycoccus prasinos	15	Moreau et al.	Gene functionalities and genome structure in Bathycoccus prasinos reflect cellular specializations at the base of the green lineage.	Genome Biol. 2012 Aug 24 13(8):R74.	10.1186/gb-2012-13-8-r74	22925495	2012	2012/8/24	chlorophyt	4
(Carrageen moss)	Chondrus crispus	105	Collen et al.	Genome structure and metabolic features in the red seaweed Chondrus crispus shed light on evolution of the Archaeplastida.	Proc Natl Acad Sci U S A. 2013 Mar 26 110(13):5247-52. Epub 2013 Mar 15.	10.1073/pnas.1221259110	23503846	2013	2013/3/15	rhodophyt	4
	Gracilariopsis lemaneiformis	97	Zhou W et al.	Genome survey sequencing and genetic background characterization of Gracilariopsis lemaneiformis (Rhodophyta) based on next-generation sequencing.	PLoS One. 2013 Jul 16 8(7):e69909. Print 2013.	10.1371/journal.pone.0069909	23875008	2013	2013/7/16	rhodophyt	4
	Gracilariopsis chorda	92	Lee J et al.	Analysis of the draft genome of the red seaweed Gracilariopsis chorda provides insights into genome size evolution in Rhodophyta.	"Mol Biol Evol. 2018 Apr 23, Epub ahead of print"	10.1093/molbev/msy081	29688518	2018	2018/4/23	rhodophyt	4
	Galdieria sulphuraria	14	Schonknecht et al.	Gene transfer from bacteria and archaea facilitated evolution of an extremophilic eukaryote.	Science. 2013 Mar 8 339(6124):1207-10.	10.1126/science.1231707	23471408	2013	2013/3/8	rhodophyt	4
	Galdieria phlegrea	11.4	Qiu H et al.	Adaptation through horizontal gene transfer in the cryptoendolithic red alga Galdieria phlegrea.	Curr Biol. 2013 Oct 7 23(19):R865-6.	10.1016/j.cub.2013.08.046	24112977	2013	2013/10/7	rhodophyt	4
	Porphyridium purpureum	20	Bhattacharya et al.	Genome of the red alga Porphyridium purpureum	Nat Commun. 2013 4:1941.	10.1038/ncomms2931	23770768	2013	2013/6/17	rhodophyt	4
(Laver)	Porphyra umbilicalis	88	Brawley SH et al.	"Insights into the red algae and eukaryotic evolution from the genome of Porphyra umbilicalis (Bangiophyceae, Rhodophyta)."	Proc Natl Acad Sci U S A. 2017 Aug 1 114(31):E6361-E6370. Epub 2017 Jul 17.	10.1073/pnas.1703088114	28716924	2017	2017/7/17	rhodophyt	4
(Susabi-nori)	Pyropia yezoensis	43	Nakamura et al.	"The first symbiont-free genome sequence of marine red alga, Susabi-nori (Pyropia yezoensis)."	PLoS One. 2013 8(3):e57122. Epub 2013 Mar 11.	10.1371/journal.pone.0057122	23536760	2013	2013/3/11	rhodophyt	4
	Micromonas pusilla	22	Worden et al.	Green evolution and dynamic adaptations revealed by genomes of the marine picoeukaryotes Micromonas.	Science. 2009 Apr 10 324(5924):268-72.	10.1126/science.1167222	19359590	2009	2009/4/10	chlorophyt	4
	Micromonas commoda	21	Worden AZ et al.	Green evolution and dynamic adaptations revealed by genomes of the marine picoeukaryotes Micromonas.	Science. 2009 Apr 10 324(5924):268-72.	10.1126/science.1167222	19359590	2009	2009/4/10	chlorophyt	4
(Sesame)	Sesamum indicum	357	Wang et al.	Genome sequencing of the high oil crop sesame provides insight into oil biosynthesis	Genome Biol. 2014 Feb 27 15(2):R39.	10.1186/gb-2014-15-2-r39	24576357	2014	2014/2/27	asterid	1
	Boea hygrometrica	1690	Xiao L et al.	The resurrection genome of Boea hygrometrica: A blueprint for survival of dehydration	Proc Natl Acad Sci U S A. 2015 May 5 112(18):5833-7. Epub 2015 Apr 20.	10.1073/pnas.1505811112	25902549	2015	2015/4/20	asterid	1
(Mediterranean olive tree)	Olea europaea	1380	Cruz F et al.	"Genome sequence of the olive tree, Olea europaea."	Gigascience. 2016 Jun 27 5:29.	10.1186/s13742-016-0134-5	27346392	2016	2016/6/27	asterid	1
(Wild olive)	Olea europaea var. sylvestris	1480	Unver T et al.	Genome of wild olive and the evolution of oil biosynthesis	"Proc Natl Acad Sci U S A. 2017 Oct 09, Epub ahead of print"	10.1073/pnas.1708621114		2017	2017/10/9	asterid	1
(Weeping forsythia)	Forsythia suspensa	701	Li L et al.	Genome sequencing and population genomics modeling provide insights into the local adaptation of weeping forsythia.	"Hortic Res. 7, 130 (2020)"	10.1038/s41438-020-00352-7	NA	2020	2020/8/1	asterid	1
(Sweet osmanthus)	Osmanthus fragrans	730	Yang X et al.	The chromosome-level quality genome provides insights into the evolution of the biosynthesis genes for aroma compounds of Osmanthus fragrans.	"Hortic Res. 2018 Nov 20, 5: 72"	10.1038/s41438-018-0108-0	NA	2018	2018/11/20	asterid	1
(Kalmegh)	Andrographis paniculata	280	Sun W et al.	The medicinal plant Andrographis paniculata genome provides insight into biosynthesis of the bioactive diterpenoid neoandrographolide.	"Plant J. 2018 Nov 16, Epub ahead of print"	10.1111/tpj.14162	30444296	2018	2018/11/16	asterid	1
(Common monkey-flower)	Mimulus guttatus	350	Hellsten U et al.	Fine-scale variation in meiotic recombination in Mimulus inferred from population shotgun sequencing.	"Proc Natl Acad Sci U S A. 2013 Nov 26, 110(48): 19478-82"	10.1073/pnas.1319032110	24225854	2013	2013/11/26	asterid	1
(Yellow monkey-flower)	Mimulus luteus	660	Edger PP et al.	"Subgenome Dominance in an Interspecific Hybrid, Synthetic Allopolyploid, and a 140-Year-Old Naturally Established Neo-Allopolyploid Monkeyflower."	"Plant Cell. 2017 Sep, 29(9): 2150-2167"	10.1105/tpc.17.00010 	NA	2017	2017/8/16	asterid	1
(European ash)	Fraxinus excelsior	880	Sollars ES et al.	Genome sequence and genetic diversity of European ash trees.	Nature. 2017 Jan 12 541(7636):212-216. Epub 2016 Dec 26.	10.1038/nature20786	28024298	2016	2016/12/26	asterid	1
(Rubber tree)	Hevea brasiliensis	2150	Rahman et al.	Draft genome sequence of the rubber tree Hevea brasiliensis	BMC Genomics. 2013 Feb 2 14:75.	10.1186/1471-2164-14-75	23375136	2013	2013/2/2	rosid	1
	Ostreococcus lucimarinus	13	Palenik et al.	The tiny eukaryote Ostreococcus provides genomic insights into the paradox of plankton speciation.	Proc Natl Acad Sci U S A. 2007 May 1 104(18):7705-10. Epub 2007 Apr 25.	10.1073/pnas.0611046104	17460045	2007	2007/4/25	chlorophyt	4
(Currant tomato)	Solanum pimpinellifolium	739	Tomato Genome Consortium	The tomato genome sequence provides insights into fleshy fruit evolution.	Nature. 2012 May 30 485(7400):635-41.	10.1038/nature11119	22660326	2012	2012/5/30	asterid	1
(African oil palm)	Elaeis guineensis	1800	Singh et al.	Oil palm genome sequence reveals divergence of interfertile species in Old and New worlds.	Nature. 2013 Aug 15 500(7462):335-9. Epub 2013 Jul 24.	10.1038/nature12309	23883927	2013	2013/7/24	monocotyledon	2
"(Bread wheat, AABBDD-genome)"	Triticum aestivum	17000	International Wheat Genome Sequencing Consortium	A chromosome-based draft sequence of the hexaploid bread wheat (Triticum aestivum) genome.	Nature. 2012 Nov 29 491(7426):705-10.	10.1126/science.1251788	23192148	2014	2014/7/18	monocotyledon	2
(Wild coix)	Coix aquatica	1660	Guo C et al.	The Coix genome provides insights into Panicoideae evolution and papery hull domestication.	"Mol Plant. 2019 Nov 25, Epub ahead of print"	10.1016/j.molp.2019.11.008	NA	2019	2019/11/25	monocotyledon	2
(Soft-shelled adlay)	Coix lacryma-jobi	1560	Kang SH et al.	"Genome Assembly and Annotation of Soft-Shelled Adlay (Coix lacryma-jobi Variety ma-yuen), a Cereal and Medicinal Crop in the Poaceae Family."	Front Plant Sci. 2020 May 18	10.3389/fpls.2020.00630	NA	2020	2020/5/18	monocotyledon	2
(European pear)	Pyrus communis	600	Chagne et al.	The Draft Genome Sequence of European Pear (Pyrus communis L. Bartlett).	PLoS One. 2014 Apr 3 9(4):e92644. eCollection 2014.	10.1371/journal.pone.0092644	24699266	2014	2014/4/3	rosid	1
"(Tree cotton, cotton A-genome)"	Gossypium arboreum	1746	Li et al.	Genome sequence of the cultivated cotton Gossypium arboreum	Nat Genet. 2014 Jun 46(6):567-72. Epub 2014 May 18.	10.1038/ng.2987	24836287	2014	2014/5/18	rosid	1
(False flax)	Camelina sativa	750	Kagale et al.	The emerging biofuel crop Camelina sativa retains a highly undifferentiated hexaploid genome structure	Nat Commun. 2014 Apr 23 5:3706.	10.1038/ncomms4706	24759634	2014	2014/4/23	rosid	1
"(Common tobacco, allotetraploid genome)"	Nicotiana tabacum	4500	Sierro et al.	The tobacco genome sequence and its comparison with those of tomato and potato.	Nat Commun. 2014 May 8 5:3833.	10.1038/ncomms4833	24807620	2014	2014/5/8	asterid	1
"(Woodland tobacco, common tobacco maternal genome)"	Nicotiana sylvestris	2636	Sierro et al.	Reference genomes and transcriptomes of Nicotiana sylvestris and Nicotiana tomentosiformis.	Genome Biol. 2013 Jun 17 14(6):R60.	10.1186/gb-2013-14-6-r60	23773524	2013	2013/6/17	asterid	1
"(Wild tobacco, common tobacco paternal genome)"	Nicotiana tomentosiformis	2682	Sierro et al.	Reference genomes and transcriptomes of Nicotiana sylvestris and Nicotiana tomentosiformis.	Genome Biol. 2013 Jun 17 14(6):R60.	10.1186/gb-2013-14-6-r60	23773524	2013	2013/6/17	asterid	1
(Radish)	Raphanus sativus	529	Kitashiba et al.	Draft Sequences of the Radish (Raphanus sativus L.) Genome	DNA Res. 2014 Oct 21(5):481-90. Epub 2014 May 16.	10.1093/dnares/dsu014	24848699	2014	2014/5/16	rosid	1
"(Cabbage, C-genome)"	Brassica oleracea	630	Liu et al.	The Brassica oleracea genome reveals the asymmetrical evolution of polyploid genomes	Nat Commun. 2014 May 23 5:3930.	10.1038/ncomms4930	24852848	2014	2014/5/23	rosid	1
(White mustard)	Sinapis alba	553	Kumari P et al.	"Draft genome of multiple resistance donor plant Sinapis alba: An insight into SSRs, annotations and phylogenetics."	"PLoS One. 2020 Apr 9, 15(4): e0231002"	10.1371/journal.pone.0231002	NA	2020	2020/4/9	rosid	1
	Klebsormidium flaccidum	117	Hori et al.	Klebsormidium flaccidum genome reveals primary factors for plant terrestrial adaptation	Nat Commun. 2014 May 28 5:3978.	10.1038/ncomms4978	24865297	2014	2014/5/28	charophyt	4
()	Chlorokybus atmophyticus	86	Wang S et al.	Genomes of early-diverging streptophyte algae shed light on plant terrestrialization.	"Nat Plants. 2019 Dec 16, Epub ahead of print"	10.1038/s41477-019-0560-3	NA	2019	2019/12/16	charophyt	4
()	Mesostigma viride	329	Wang S et al.	Genomes of early-diverging streptophyte algae shed light on plant terrestrialization.	"Nat Plants. 2019 Dec 16, Epub ahead of print"	10.1038/s41477-019-0560-3	NA	2019	2019/12/16	charophyt	4
(Braun's stonewort)	Chara braunii	~2100	Nishiyama T et al.	The Chara Genome: Secondary Complexity and Implications for Plant Terrestrialization.	"Cell. 2018 Jul 12, 174(2)"	10.1016/j.cell.2018.06.033	30007417	2018	2018/7/12	charophyt	4
()	Penium margaritaceum	4730	Jiao C et al.	The Penium margaritaceum Genome: Hallmarks of the Origins of Land Plants.	"Cell. 2020 May 21, Online ahead of print"	10.1016/j.cell.2020.04.019	NA	2020	2020/5/21	charophyt	4
 	Mesotaenium endlicherianum	164	Cheng S et al.	Genomes of Subaerial Zygnematophyceae Provide Insights into Land Plant Evolution.	"Cell. 2019 Nov 14, 179(5): 1057-1067.e14"	10.1016/j.cell.2019.10.019	NA	2019	2019/11/14	charophyt	4
 	Spirogloea muscicola	174	Cheng S et al.	Genomes of Subaerial Zygnematophyceae Provide Insights into Land Plant Evolution.	"Cell. 2019 Nov 14, 179(5): 1057-1067.e14"	10.1016/j.cell.2019.10.019	NA	2019	2019/11/14	charophyt	4
(Pacific mosquito fern)	Azolla filiculoides	750	Li FW et al.	Fern genomes elucidate land plant evolution and cyanobacterial symbioses.	"Nat. Plants 2018, July 02, Epub ahead of print"	10.1038/s41477-018-0188-8	NA	2018	2018/7/2	charophyt	3
(Asian watermoss)	Salvinia cucullata	260	Li FW et al.	Fern genomes elucidate land plant evolution and cyanobacterial symbioses.	"Nat. Plants 2018, July 02, Epub ahead of print"	10.1038/s41477-018-0188-8	NA	2018	2018/7/2	charophyt	3
(Triangle waterfern)	Ceratopteris richardii	11250	Marchant DB et al.	The C-Fern (Ceratopteris richardii) genome: insights into plant genome evolution with the first partial homosporous fern genome assembly.	"Sci Rep. 2019 Dec 3, 9(1): 18181"	10.1038/s41598-019-53968-8	NA	2019	2019/12/3	charophyt	3
	Picochlorum sp.	14	Foflonker et al.	Genome of the halotolerant green alga Picochlorum SENEW3 reveals strategies for thriving under fluctuating environmental conditions.	Environ Microbiol. 2014 Jun 25. Epub ahead of print	10.1111/1462-2920.12541	22630137	2014	2014/6/25	chlorophyt	4
	Picochlorum costavermella	13.3	Krasovec M et al.	Genome Analyses of the Microalga Picochlorum Provide Insights into the Evolution of Thermotolerance in the Green Lineage.	Genome Biol. Evol. 10(9): 2347-2365	10.1093/gbe/evy167	30113623	2018	2018/9/1	chlorophyt	4
(Agarwood)	Aquilaria agallocha	736	Chen et al.	Identification of cucurbitacins and assembly of a draft genome for Aquilaria agallocha.	BMC Genomics. 2014 Jul 9 15:578.	10.1186/1471-2164-15-578	25005802	2014	2014/7/9	rosid	1
(Wild tomato)	Solanum pennellii	1200	Bolger et al.	The genome of the stress-tolerant wild tomato species Solanum pennellii.	Nat Genet. 2014 Sep 46(9):1034-8. Epub 2014 Jul 27.	10.1038/ng.3046	25064008	2014	2014/7/27	asterid	1
(African rice)	Oryza glaberrima	411	Wang et al.	The genome sequence of African rice (Oryza glaberrima) and evidence for independent domestication.	Nat Genet. 2014 Sep 46(9):982-8. Epub 2014 Jul 27.	10.1038/ng.3044	25064006	2014	2014/7/27	monocotyledon	2
(African long-staminate rice)	Oryza longistaminata	350	Zhang Y et al.	Genome and Comparative Transcriptomics of African Wild Rice Oryza longistaminata Provide Insights into Molecular Mechanism of Rhizomatousness and Self-Incompatibility.	"Mol Plant. 2015 Nov 2, 8(11): 1683-6"	10.1016/j.molp.2015.08.006	26358679	2015	2015/11/2	monocotyledon	2
(Teff)	Eragrostis tef	700	Cannarozzi et al.	Genome and transcriptome sequencing identifies breeding targets in the orphan crop tef (Eragrostis tef).	BMC Genomics. 2014 Jul 9 15:581.	10.1186/1471-2164-15-581	25007843	2014	2014/7/9	monocotyledon	2
(Wether love grass)	Eragrostis nindensis	1035	Pardo J et al.	Intertwined signatures of desiccation and drought tolerance in grasses.	"Proc Natl Acad Sci U S A. 2020 Apr 23, Epub ahead of print"	10.1073/pnas.2001928117	NA	2020	2020/4/23	monocotyledon	2
(Weeping lovegrass)	Eragrostis curvula	660	Carballo J et al.	A high-quality genome of Eragrostis curvula grass provides insights into Poaceae evolution and supports new strategies to enhance forage quality.	"Sci Rep. 2019 Jul 15, 9: 10250"	10.1038/s41598-019-46610-0	NA	2019	2019/7/15	monocotyledon	2
"(Rapeseed, AACC-genome)"	Brassica napus	1130	Chalhoub et al.	Early allopolyploid evolution in the post-Neolithic Brassica napus oilseed genome.	Science. 2014 Aug 22 345(6199):950-3. Epub 2014 Aug 21.	10.1126/science.1253435	25146293	2014	2014/8/22	rosid	1
